timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610463976890,1454,1.1 - GET - Home,200,OK,Load Test 1-2,text,true,,1429,463,3,3,https://blazedemo.com/,1453,0,1126
1610463975964,2776,1.1 - GET - Home,200,OK,Load Test 1-1,text,true,,1378,463,3,3,https://blazedemo.com/,2776,0,2266
1610463977890,912,1.1 - GET - Home,200,OK,Load Test 1-3,text,true,,1356,463,3,3,https://blazedemo.com/,912,0,298
1610463978346,619,2.1 - POST - Reserve,200,OK,Load Test 1-2,text,true,,1507,528,4,4,https://blazedemo.com/reserve.php,616,0,0
1610463978805,310,2.1 - POST - Reserve,200,OK,Load Test 1-3,text,true,,1622,524,4,4,https://blazedemo.com/reserve.php,307,0,0
1610463978743,395,2.1 - POST - Reserve,200,OK,Load Test 1-1,text,true,,1430,529,4,4,https://blazedemo.com/reserve.php,393,0,0
1610463978968,431,3.1 - POST - Purchase,200,OK,Load Test 1-2,text,true,,1816,573,4,4,https://blazedemo.com/purchase.php,428,0,0
1610463979139,313,3.1 - POST - Purchase,200,OK,Load Test 1-1,text,true,,1827,576,4,4,https://blazedemo.com/purchase.php,311,0,0
1610463978889,608,1.1 - GET - Home,200,OK,Load Test 1-4,text,true,,1444,463,4,4,https://blazedemo.com/,605,0,286
1610463979400,286,4.1 - POST - Confirmation,200,OK,Load Test 1-2,text,true,,1554,694,4,4,https://blazedemo.com/confirmation.php,284,0,0
1610463979452,357,4.1 - POST - Confirmation,200,OK,Load Test 1-1,text,true,,1438,722,4,4,https://blazedemo.com/confirmation.php,355,0,0
1610463979116,695,3.1 - POST - Purchase,200,OK,Load Test 1-3,text,true,,1646,571,4,4,https://blazedemo.com/purchase.php,692,0,0
1610463979498,531,2.1 - POST - Reserve,200,OK,Load Test 1-4,text,true,,1511,526,5,5,https://blazedemo.com/reserve.php,529,0,0
1610463979688,396,1.1 - GET - Home,200,OK,Load Test 1-2,text,true,,1560,463,5,5,https://blazedemo.com/,394,0,0
1610463979810,381,1.1 - GET - Home,200,OK,Load Test 1-1,text,true,,1480,463,5,5,https://blazedemo.com/,379,0,0
1610463980030,305,3.1 - POST - Purchase,200,OK,Load Test 1-4,text,true,,1734,573,5,5,https://blazedemo.com/purchase.php,302,0,0
1610463979812,699,4.1 - POST - Confirmation,200,OK,Load Test 1-3,text,true,,1459,722,5,5,https://blazedemo.com/confirmation.php,697,0,0
1610463979890,672,1.1 - GET - Home,200,OK,Load Test 1-5,text,true,,1541,463,5,5,https://blazedemo.com/,672,0,281
1610463980335,323,4.1 - POST - Confirmation,200,OK,Load Test 1-4,text,true,,1465,694,5,5,https://blazedemo.com/confirmation.php,317,0,0
1610463980084,632,2.1 - POST - Reserve,200,OK,Load Test 1-2,text,true,,1610,529,5,5,https://blazedemo.com/reserve.php,630,0,0
1610463980513,310,1.1 - GET - Home,200,OK,Load Test 1-3,text,true,,1515,463,5,5,https://blazedemo.com/,308,0,0
1610463980192,653,2.1 - POST - Reserve,200,OK,Load Test 1-1,text,true,,1560,529,5,5,https://blazedemo.com/reserve.php,650,0,0
1610463980563,316,2.1 - POST - Reserve,200,OK,Load Test 1-5,text,true,,1602,531,5,5,https://blazedemo.com/reserve.php,314,0,0
